time,angle1,angle2,intgangle,accX1,accY1,accZ1,gyroX1,gyroY1,gyroZ1,accX2,accY2,accZ2,gyroX2,gyroY2,gyroZ2
714.732,6.52553,-7.14955,0,1.07297,9.63995,-1.98547,-0.396341,-2.34756,-0.853659,-38.0664,-2.49561,-4.85231,1.0061,17.622,1.55488
714.742,6.51281,-7.17092,0,1.09692,9.63277,-1.96152,-1.12805,-4.14634,-1.21951,-38.2389,-2.15073,-5.10139,-2.31707,18.2622,3.10976
714.752,6.52652,-7.21503,0,1.28613,9.5705,-1.88728,-1.85976,-5.18293,-1.7378,-38.6125,-1.93997,-5.56124,-3.65854,17.9878,4.87805
714.762,6.54666,-7.24041,0,1.38432,9.43638,-1.79866,-1.21951,-5.2439,-2.40854,-39.3981,-1.90165,-5.36963,-4.11585,19.1463,6.31098
714.772,6.55948,-7.27506,0,1.40348,9.45793,-1.77231,-0.609756,-3.9939,-2.9878,-39.7334,-1.86333,-5.60914,-3.84146,16.189,5.60976
714.782,6.56348,-7.2921,0,1.3939,9.48428,-1.80584,-0.27439,-2.77439,-3.5061,-40.0591,-1.95913,-5.36963,-5.4878,14.2988,6.82927
714.792,6.56446,-7.32603,0,1.37235,9.46033,-1.7795,0.182927,-2.28659,-3.56707,-40.3273,-2.13157,-5.73368,-6.15854,11.5244,6.28049
714.802,6.5646,-7.35241,0,1.36756,9.50583,-1.83698,0,-1.89024,-3.5061,-40.3465,-2.29443,-5.63788,-7.7439,7.56098,6.70732
714.812,6.57191,-7.38197,0,1.40827,9.54894,-1.86572,-0.213415,-1.58537,-3.2622,-40.4136,-2.35191,-5.73368,-8.71951,4.81707,7.40854
714.822,6.57479,-7.39998,0,1.36995,9.59205,-2.00703,-0.426829,-1.37195,-3.14024,-40.4136,-2.42855,-5.55166,-9.96951,3.01829,6.34146
714.832,6.5794,-7.43367,0,1.33882,9.55852,-1.95194,-1.06707,-1.67683,-2.7439,-40.2699,-2.22737,-5.83906,-10.3659,0.0914634,6.12805
714.842,6.58765,-7.44857,0,1.346,9.54655,-1.95673,-1.61585,-2.68293,-2.56098,-40.0399,-2.34233,-5.50376,-12.7134,-3.35366,5.51829
714.852,6.61265,-7.47299,0,1.42983,9.54415,-1.94476,-2.16463,-2.86585,-2.22561,-39.8004,-2.03577,-5.66662,-15.7317,-7.65244,4.42073
714.862,6.64241,-7.50213,0,1.46096,9.51062,-1.95913,-2.2561,-2.7439,-2.22561,-39.5418,-1.84417,-5.74326,-18.9634,-11.189,4.69512
714.872,6.67436,-7.50584,0,1.53281,9.4723,-1.89925,-1.79878,-2.10366,-2.68293,-39.2927,-1.56634,-5.28341,-22.561,-12.5915,6.7378
714.882,6.70162,-7.53092,0,1.54718,9.48907,-1.94476,-1.98171,-1.06707,-3.01829,-39.1969,-1.3939,-5.65704,-25.3049,-14.8171,7.37805
714.892,6.7156,-7.5305,0,1.5376,9.45075,-1.94955,-2.0122,-0.579268,-3.96341,-39.446,-1.2502,-5.26425,-27.3476,-16.4024,9.29878
714.902,6.72041,-7.53659,0,1.53521,9.45314,-1.9232,-2.28659,0.0609756,-4.72561,-39.3502,-1.16398,-5.36963,-31.0366,-17.4085,8.65854
714.912,6.71417,-7.54128,0,1.49689,9.43638,-1.87291,-2.5,0.243902,-5.36585,-39.3214,-1.08734,-5.34089,-34.6341,-16.1585,8.35366
714.922,6.69463,-7.53326,0,1.45857,9.44835,-1.82261,-2.34756,0.609756,-6.21951,-39.3981,-1.03944,-5.13013,-36.5854,-16.1585,5.82317
714.932,6.67273,-7.54082,0,1.46096,9.44835,-1.81063,-2.56098,1.28049,-6.52439,-39.4364,-1.26936,-5.40795,-36.8293,-17.0122,4.66463
714.942,6.65569,-7.5326,0,1.48731,9.46033,-1.78429,-2.71341,1.76829,-6.37195,-39.3885,-1.40348,-5.13013,-37.2561,-17.6829,3.44512
714.952,6.63753,-7.51876,0,1.48012,9.47709,-1.77471,-2.46951,2.19512,-6.40244,-39.3119,-1.59508,-5.01517,-36.6463,-17.561,1.09756
714.962,6.62048,-7.50368,0,1.46336,9.47709,-1.6334,-2.56098,1.98171,-6.12805,-39.1203,-1.71962,-4.95769,-36.6159,-17.1037,0.121951
714.972,6.60681,-7.47339,0,1.45857,9.51541,-1.49449,-2.28659,2.07317,-5.70122,-39.0532,-2.11241,-4.67029,-36.5854,-16.3415,-1.67683
